t,re,im,norm_sq
0.0014770000,-0.0000000000,0.0000000000,1.0698691426
0.0014780000,-0.0000000000,0.0000000000,1.0699044209
0.0014790000,-0.0000000000,0.0000000000,1.0699397011
0.0014800000,-0.0000000000,0.0000000000,1.0699749833
0.0014810000,-0.0000000000,0.0000000000,1.0700102674
0.0014820000,-0.0000000000,0.0000000000,1.0700455535
0.0014830000,-0.0000000000,0.0000000000,1.0700808416
0.0014840000,-0.0000000000,0.0000000000,1.0701161316
0.0014850000,-0.0000000000,0.0000000000,1.0701514236
0.0014860000,-0.0000000000,0.0000000000,1.0701867176
0.0014870000,-0.0000000000,0.0000000000,1.0702220135
0.0014880000,-0.0000000000,0.0000000000,1.0702573114
0.0014890000,-0.0000000000,0.0000000000,1.0702926112
0.0014900000,-0.0000000000,0.0000000000,1.0703279130
0.0014910000,-0.0000000000,0.0000000000,1.0703632168
0.0014920000,-0.0000000000,0.0000000000,1.0703985225
0.0014930000,-0.0000000000,0.0000000000,1.0704338302
0.0014940000,-0.0000000000,0.0000000000,1.0704691399
0.0014950000,-0.0000000000,0.0000000000,1.0705044515
0.0014960000,-0.0000000000,0.0000000000,1.0705397650
0.0014970000,-0.0000000000,0.0000000000,1.0705750806
0.0014980000,-0.0000000000,0.0000000000,1.0706103981
0.0014990000,-0.0000000000,0.0000000000,1.0706457176
0.0015000000,-0.0000000000,0.0000000000,1.0706810390
0.0015010000,-0.0000000000,0.0000000000,1.0707163624
0.0015020000,-0.0000000000,0.0000000000,1.0707516877
0.0015030000,-0.0000000000,0.0000000000,1.0707870151
0.0015040000,-0.0000000000,0.0000000000,1.0708223444
0.0015050000,-0.0000000000,0.0000000000,1.0708576756
0.0015060000,-0.0000000000,0.0000000000,1.0708930088
0.0015070000,-0.0000000000,0.0000000000,1.0709283440
0.0015080000,-0.0000000000,0.0000000000,1.0709636812
0.0015090000,-0.0000000000,0.0000000000,1.0709990203
0.0015100000,-0.0000000000,0.0000000000,1.0710343613
0.0015110000,-0.0000000000,0.0000000000,1.0710697044
0.0015120000,-0.0000000000,0.0000000000,1.0711050494
0.0015130000,-0.0000000000,0.0000000000,1.0711403964
0.0015140000,-0.0000000000,0.0000000000,1.0711757453
0.0015150000,-0.0000000000,0.0000000000,1.0712110962
0.0015160000,-0.0000000000,0.0000000000,1.0712464491
0.0015170000,-0.0000000000,0.0000000000,1.0712818039
0.0015180000,-0.0000000000,0.0000000000,1.0713171607
0.0015190000,-0.0000000000,0.0000000000,1.0713525195
0.0015200000,-0.0000000000,0.0000000000,1.0713878802
0.0015210000,-0.0000000000,0.0000000000,1.0714232429
0.0015220000,-0.0000000000,0.0000000000,1.0714586076
0.0015230000,-0.0000000000,0.0000000000,1.0714939742
0.0015240000,-0.0000000000,0.0000000000,1.0715293428
0.0015250000,-0.0000000000,0.0000000000,1.0715647134
0.0015260000,-0.0000000000,0.0000000000,1.0716000859
0.0015270000,-0.0000000000,0.0000000000,1.0716354604
0.0015280000,-0.0000000000,0.0000000000,1.0716708369
0.0015290000,-0.0000000000,0.0000000000,1.0717062153
0.0015300000,-0.0000000000,0.0000000000,1.0717415957
0.0015310000,-0.0000000000,0.0000000000,1.0717769781
0.0015320000,-0.0000000000,0.0000000000,1.0718123624
0.0015330000,-0.0000000000,0.0000000000,1.0718477487
0.0015340000,-0.0000000000,0.0000000000,1.0718831370
0.0015350000,-0.0000000000,0.0000000000,1.0719185272
0.0015360000,-0.0000000000,0.0000000000,1.0719539194
0.0015370000,-0.0000000000,0.0000000000,1.0719893136
0.0015380000,-0.0000000000,0.0000000000,1.0720247098
0.0015390000,-0.0000000000,0.0000000000,1.0720601079
0.0015400000,-0.0000000000,0.0000000000,1.0720955080
0.0015410000,-0.0000000000,0.0000000000,1.0721309100
0.0015420000,-0.0000000000,0.0000000000,1.0721663141
0.0015430000,-0.0000000000,0.0000000000,1.0722017201
0.0015440000,-0.0000000000,0.0000000000,1.0722371280
0.0015450000,-0.0000000000,0.0000000000,1.0722725379
0.0015460000,-0.0000000000,0.0000000000,1.0723079498
0.0015470000,-0.0000000000,0.0000000000,1.0723433637
0.0015480000,-0.0000000000,0.0000000000,1.0723787796
0.0015490000,-0.0000000000,0.0000000000,1.0724141974
0.0015500000,-0.0000000000,0.0000000000,1.0724496172
0.0015510000,-0.0000000000,0.0000000000,1.0724850389
0.0015520000,-0.0000000000,0.0000000000,1.0725204626
0.0015530000,-0.0000000000,0.0000000000,1.0725558883
0.0015540000,-0.0000000000,0.0000000000,1.0725913160
0.0015550000,-0.0000000000,0.0000000000,1.0726267456
0.0015560000,-0.0000000000,0.0000000000,1.0726621772
0.0015570000,-0.0000000000,0.0000000000,1.0726976108
0.0015580000,-0.0000000000,0.0000000000,1.0727330464
0.0015590000,-0.0000000000,0.0000000000,1.0727684839
0.0015600000,-0.0000000000,0.0000000000,1.0728039234
0.0015610000,-0.0000000000,0.0000000000,1.0728393648
0.0015620000,-0.0000000000,0.0000000000,1.0728748083
0.0015630000,-0.0000000000,0.0000000000,1.0729102537
0.0015640000,-0.0000000000,0.0000000000,1.0729457011
0.0015650000,-0.0000000000,0.0000000000,1.0729811504
0.0015660000,-0.0000000000,0.0000000000,1.0730166017
0.0015670000,-0.0000000000,0.0000000000,1.0730520550
0.0015680000,-0.0000000000,0.0000000000,1.0730875103
0.0015690000,-0.0000000000,0.0000000000,1.0731229675
0.0015700000,-0.0000000000,0.0000000000,1.0731584268
0.0015710000,-0.0000000000,0.0000000000,1.0731938879
0.0015720000,-0.0000000000,0.0000000000,1.0732293511
0.0015730000,-0.0000000000,0.0000000000,1.0732648162
0.0015740000,-0.0000000000,0.0000000000,1.0733002833
0.0015750000,-0.0000000000,0.0000000000,1.0733357524
0.0015760000,-0.0000000000,0.0000000000,1.0733712235
0.0015770000,-0.0000000000,0.0000000000,1.0734066965
0.0015780000,-0.0000000000,0.0000000000,1.0734421715
0.0015790000,-0.0000000000,0.0000000000,1.0734776485
0.0015800000,-0.0000000000,0.0000000000,1.0735131274
0.0015810000,-0.0000000000,0.0000000000,1.0735486084
0.0015820000,-0.0000000000,0.0000000000,1.0735840913
0.0015830000,-0.0000000000,0.0000000000,1.0736195761
0.0015840000,-0.0000000000,0.0000000000,1.0736550630
0.0015850000,-0.0000000000,0.0000000000,1.0736905518
0.0015860000,-0.0000000000,0.0000000000,1.0737260426
0.0015870000,-0.0000000000,0.0000000000,1.0737615354
0.0015880000,-0.0000000000,0.0000000000,1.0737970301
0.0015890000,0.0000000000,0.0000000000,1.0738325269
0.0015900000,0.0000000000,0.0000000000,1.0738680256
0.0015910000,0.0000000000,0.0000000000,1.0739035262
0.0015920000,0.0000000000,0.0000000000,1.0739390289
0.0015930000,0.0000000000,0.0000000000,1.0739745335
0.0015940000,0.0000000000,0.0000000000,1.0740100401
0.0015950000,0.0000000000,0.0000000000,1.0740455487
0.0015960000,0.0000000000,0.0000000000,1.0740810593
0.0015970000,0.0000000000,0.0000000000,1.0741165718
0.0015980000,0.0000000000,0.0000000000,1.0741520863
0.0015990000,0.0000000000,0.0000000000,1.0741876028
0.0016000000,0.0000000000,0.0000000000,1.0742231213
0.0016010000,0.0000000000,0.0000000000,1.0742586417
0.0016020000,0.0000000000,0.0000000000,1.0742941641
0.0016030000,0.0000000000,0.0000000000,1.0743296885
0.0016040000,0.0000000000,0.0000000000,1.0743652149
0.0016050000,0.0000000000,0.0000000000,1.0744007432
0.0016060000,0.0000000000,0.0000000000,1.0744362736
0.0016070000,0.0000000000,0.0000000000,1.0744718059
0.0016080000,0.0000000000,0.0000000000,1.0745073401
0.0016090000,0.0000000000,0.0000000000,1.0745428764
0.0016100000,0.0000000000,0.0000000000,1.0745784146
0.0016110000,0.0000000000,0.0000000000,1.0746139549
0.0016120000,0.0000000000,0.0000000000,1.0746494971
0.0016130000,0.0000000000,0.0000000000,1.0746850412
0.0016140000,0.0000000000,0.0000000000,1.0747205874
0.0016150000,0.0000000000,0.0000000000,1.0747561355
0.0016160000,0.0000000000,0.0000000000,1.0747916856
0.0016170000,0.0000000000,0.0000000000,1.0748272377
0.0016180000,0.0000000000,0.0000000000,1.0748627918
0.0016190000,0.0000000000,0.0000000000,1.0748983478
0.0016200000,0.0000000000,0.0000000000,1.0749339059
0.0016210000,0.0000000000,0.0000000000,1.0749694659
0.0016220000,0.0000000000,0.0000000000,1.0750050279
0.0016230000,0.0000000000,0.0000000000,1.0750405918
0.0016240000,0.0000000000,0.0000000000,1.0750761578
0.0016250000,0.0000000000,0.0000000000,1.0751117257
0.0016260000,0.0000000000,0.0000000000,1.0751472956
0.0016270000,0.0000000000,0.0000000000,1.0751828675
0.0016280000,0.0000000000,0.0000000000,1.0752184414
0.0016290000,0.0000000000,0.0000000000,1.0752540172
0.0016300000,0.0000000000,0.0000000000,1.0752895951
0.0016310000,0.0000000000,0.0000000000,1.0753251749
0.0016320000,0.0000000000,0.0000000000,1.0753607567
0.0016330000,0.0000000000,0.0000000000,1.0753963404
0.0016340000,0.0000000000,0.0000000000,1.0754319262
0.0016350000,0.0000000000,0.0000000000,1.0754675139
0.0016360000,0.0000000000,0.0000000000,1.0755031037
0.0016370000,0.0000000000,0.0000000000,1.0755386954
0.0016380000,0.0000000000,0.0000000000,1.0755742890
0.0016390000,0.0000000000,0.0000000000,1.0756098847
0.0016400000,0.0000000000,0.0000000000,1.0756454824
0.0016410000,0.0000000000,0.0000000000,1.0756810820
0.0016420000,0.0000000000,0.0000000000,1.0757166836
0.0016430000,0.0000000000,0.0000000000,1.0757522872
0.0016440000,0.0000000000,0.0000000000,1.0757878928
0.0016450000,0.0000000000,0.0000000000,1.0758235003
0.0016460000,0.0000000000,0.0000000000,1.0758591099
0.0016470000,0.0000000000,0.0000000000,1.0758947214
0.0016480000,0.0000000000,0.0000000000,1.0759303349
0.0016490000,0.0000000000,0.0000000000,1.0759659504
0.0016500000,0.0000000000,0.0000000000,1.0760015679
0.0016510000,0.0000000000,0.0000000000,1.0760371873
0.0016520000,0.0000000000,0.0000000000,1.0760728088
0.0016530000,0.0000000000,0.0000000000,1.0761084322
0.0016540000,0.0000000000,0.0000000000,1.0761440576
0.0016550000,0.0000000000,0.0000000000,1.0761796850
0.0016560000,0.0000000000,0.0000000000,1.0762153144
0.0016570000,0.0000000000,0.0000000000,1.0762509458
0.0016580000,0.0000000000,0.0000000000,1.0762865791
0.0016590000,0.0000000000,0.0000000000,1.0763222144
0.0016600000,0.0000000000,0.0000000000,1.0763578518
0.0016610000,0.0000000000,0.0000000000,1.0763934911
0.0016620000,0.0000000000,0.0000000000,1.0764291324
0.0016630000,0.0000000000,0.0000000000,1.0764647756
0.0016640000,0.0000000000,0.0000000000,1.0765004209
0.0016650000,0.0000000000,0.0000000000,1.0765360681
0.0016660000,0.0000000000,0.0000000000,1.0765717174
0.0016670000,0.0000000000,0.0000000000,1.0766073686
0.0016680000,0.0000000000,0.0000000000,1.0766430218
0.0016690000,0.0000000000,0.0000000000,1.0766786770
0.0016700000,0.0000000000,0.0000000000,1.0767143341
0.0016710000,0.0000000000,0.0000000000,1.0767499933
0.0016720000,0.0000000000,0.0000000000,1.0767856545
0.0016730000,0.0000000000,0.0000000000,1.0768213176
0.0016740000,0.0000000000,0.0000000000,1.0768569827
0.0016750000,0.0000000000,0.0000000000,1.0768926498
0.0016760000,0.0000000000,0.0000000000,1.0769283189
0.0016770000,0.0000000000,0.0000000000,1.0769639900
0.0016780000,0.0000000000,0.0000000000,1.0769996631
0.0016790000,0.0000000000,0.0000000000,1.0770353381
0.0016800000,0.0000000000,0.0000000000,1.0770710152
0.0016810000,0.0000000000,0.0000000000,1.0771066942
0.0016820000,0.0000000000,0.0000000000,1.0771423752
0.0016830000,0.0000000000,0.0000000000,1.0771780582
0.0016840000,0.0000000000,0.0000000000,1.0772137432
0.0016850000,0.0000000000,0.0000000000,1.0772494302
0.0016860000,0.0000000000,0.0000000000,1.0772851192
0.0016870000,0.0000000000,0.0000000000,1.0773208101
0.0016880000,0.0000000000,0.0000000000,1.0773565031
0.0016890000,0.0000000000,0.0000000000,1.0773921980
0.0016900000,0.0000000000,0.0000000000,1.0774278949
0.0016910000,0.0000000000,0.0000000000,1.0774635939
0.0016920000,0.0000000000,0.0000000000,1.0774992948
0.0016930000,0.0000000000,0.0000000000,1.0775349977
0.0016940000,0.0000000000,0.0000000000,1.0775707025
0.0016950000,0.0000000000,0.0000000000,1.0776064094
0.0016960000,0.0000000000,0.0000000000,1.0776421183
0.0016970000,0.0000000000,0.0000000000,1.0776778291
0.0016980000,0.0000000000,0.0000000000,1.0777135420
0.0016990000,0.0000000000,0.0000000000,1.0777492568
0.0017000000,0.0000000000,0.0000000000,1.0777849736
0.0017010000,0.0000000000,0.0000000000,1.0778206924
0.0017020000,0.0000000000,0.0000000000,1.0778564133
0.0017030000,0.0000000000,0.0000000000,1.0778921360
0.0017040000,0.0000000000,0.0000000000,1.0779278608
0.0017050000,0.0000000000,0.0000000000,1.0779635876
0.0017060000,0.0000000000,0.0000000000,1.0779993164
0.0017070000,0.0000000000,0.0000000000,1.0780350471
0.0017080000,0.0000000000,0.0000000000,1.0780707799
0.0017090000,0.0000000000,0.0000000000,1.0781065146
0.0017100000,0.0000000000,0.0000000000,1.0781422514
0.0017110000,0.0000000000,0.0000000000,1.0781779901
0.0017120000,0.0000000000,0.0000000000,1.0782137308
0.0017130000,0.0000000000,0.0000000000,1.0782494735
0.0017140000,0.0000000000,0.0000000000,1.0782852182
0.0017150000,0.0000000000,0.0000000000,1.0783209649
0.0017160000,0.0000000000,0.0000000000,1.0783567136
0.0017170000,0.0000000000,0.0000000000,1.0783924643
0.0017180000,0.0000000000,0.0000000000,1.0784282169
0.0017190000,0.0000000000,0.0000000000,1.0784639716
0.0017200000,0.0000000000,0.0000000000,1.0784997282
0.0017210000,0.0000000000,0.0000000000,1.0785354869
0.0017220000,0.0000000000,0.0000000000,1.0785712475
0.0017230000,0.0000000000,0.0000000000,1.0786070102
0.0017240000,0.0000000000,0.0000000000,1.0786427748
0.0017250000,0.0000000000,0.0000000000,1.0786785414
0.0017260000,0.0000000000,0.0000000000,1.0787143100
0.0017270000,0.0000000000,0.0000000000,1.0787500806
0.0017280000,0.0000000000,0.0000000000,1.0787858532
0.0017290000,0.0000000000,0.0000000000,1.0788216278
0.0017300000,0.0000000000,0.0000000000,1.0788574044
0.0017310000,0.0000000000,0.0000000000,1.0788931830
0.0017320000,0.0000000000,0.0000000000,1.0789289636
0.0017330000,0.0000000000,0.0000000000,1.0789647462
0.0017340000,0.0000000000,0.0000000000,1.0790005307
0.0017350000,0.0000000000,0.0000000000,1.0790363173
0.0017360000,0.0000000000,0.0000000000,1.0790721059
0.0017370000,0.0000000000,0.0000000000,1.0791078964
0.0017380000,0.0000000000,0.0000000000,1.0791436890
0.0017390000,0.0000000000,0.0000000000,1.0791794835
0.0017400000,0.0000000000,0.0000000000,1.0792152801
0.0017410000,0.0000000000,0.0000000000,1.0792510786
0.0017420000,0.0000000000,0.0000000000,1.0792868791
0.0017430000,0.0000000000,0.0000000000,1.0793226816
0.0017440000,0.0000000000,0.0000000000,1.0793584862
0.0017450000,0.0000000000,0.0000000000,1.0793942927
0.0017460000,0.0000000000,0.0000000000,1.0794301012
0.0017470000,0.0000000000,0.0000000000,1.0794659117
0.0017480000,0.0000000000,0.0000000000,1.0795017242
0.0017490000,0.0000000000,0.0000000000,1.0795375387
0.0017500000,0.0000000000,0.0000000000,1.0795733552
0.0017510000,0.0000000000,0.0000000000,1.0796091737
0.0017520000,0.0000000000,0.0000000000,1.0796449942
0.0017530000,0.0000000000,0.0000000000,1.0796808167
0.0017540000,0.0000000000,0.0000000000,1.0797166412
0.0017550000,0.0000000000,0.0000000000,1.0797524677
0.0017560000,0.0000000000,0.0000000000,1.0797882962
0.0017570000,0.0000000000,0.0000000000,1.0798241267
0.0017580000,0.0000000000,0.0000000000,1.0798599592
0.0017590000,0.0000000000,0.0000000000,1.0798957937
0.0017600000,0.0000000000,0.0000000000,1.0799316301
0.0017610000,0.0000000000,0.0000000000,1.0799674686
0.0017620000,0.0000000000,0.0000000000,1.0800033091
0.0017630000,0.0000000000,0.0000000000,1.0800391516
0.0017640000,0.0000000000,0.0000000000,1.0800749960
0.0017650000,0.0000000000,0.0000000000,1.0801108425
0.0017660000,0.0000000000,0.0000000000,1.0801466910
0.0017670000,0.0000000000,0.0000000000,1.0801825415
0.0017680000,0.0000000000,0.0000000000,1.0802183939
0.0017690000,0.0000000000,0.0000000000,1.0802542484
0.0017700000,0.0000000000,0.0000000000,1.0802901049
0.0017710000,0.0000000000,0.0000000000,1.0803259633
0.0017720000,0.0000000000,0.0000000000,1.0803618238
0.0017730000,0.0000000000,0.0000000000,1.0803976863
0.0017740000,0.0000000000,0.0000000000,1.0804335508
0.0017750000,0.0000000000,0.0000000000,1.0804694172
0.0017760000,0.0000000000,0.0000000000,1.0805052857
0.0017770000,0.0000000000,0.0000000000,1.0805411562
0.0017780000,0.0000000000,0.0000000000,1.0805770286
0.0017790000,0.0000000000,0.0000000000,1.0806129031
0.0017800000,0.0000000000,0.0000000000,1.0806487796
0.0017810000,0.0000000000,0.0000000000,1.0806846581
0.0017820000,0.0000000000,0.0000000000,1.0807205385
0.0017830000,0.0000000000,0.0000000000,1.0807564210
0.0017840000,0.0000000000,0.0000000000,1.0807923055
0.0017850000,0.0000000000,0.0000000000,1.0808281920
0.0017860000,0.0000000000,0.0000000000,1.0808640805
0.0017870000,0.0000000000,0.0000000000,1.0808999709
0.0017880000,0.0000000000,0.0000000000,1.0809358634
0.0017890000,0.0000000000,0.0000000000,1.0809717579
0.0017900000,0.0000000000,0.0000000000,1.0810076544
0.0017910000,0.0000000000,0.0000000000,1.0810435529
0.0017920000,0.0000000000,0.0000000000,1.0810794534
0.0017930000,0.0000000000,0.0000000000,1.0811153559
0.0017940000,0.0000000000,0.0000000000,1.0811512604
0.0017950000,0.0000000000,0.0000000000,1.0811871669
0.0017960000,0.0000000000,0.0000000000,1.0812230754
0.0017970000,0.0000000000,0.0000000000,1.0812589859
0.0017980000,0.0000000000,0.0000000000,1.0812948984
0.0017990000,0.0000000000,0.0000000000,1.0813308129
0.0018000000,0.0000000000,0.0000000000,1.0813667295
0.0018010000,0.0000000000,0.0000000000,1.0814026480
0.0018020000,0.0000000000,0.0000000000,1.0814385685
0.0018030000,0.0000000000,0.0000000000,1.0814744910
0.0018040000,0.0000000000,0.0000000000,1.0815104156
0.0018050000,0.0000000000,0.0000000000,1.0815463421
0.0018060000,0.0000000000,0.0000000000,1.0815822707
0.0018070000,0.0000000000,0.0000000000,1.0816182012
0.0018080000,0.0000000000,0.0000000000,1.0816541338
0.0018090000,0.0000000000,0.0000000000,1.0816900683
0.0018100000,0.0000000000,0.0000000000,1.0817260049
0.0018110000,0.0000000000,0.0000000000,1.0817619435
0.0018120000,0.0000000000,0.0000000000,1.0817978840
0.0018130000,0.0000000000,0.0000000000,1.0818338266
0.0018140000,0.0000000000,0.0000000000,1.0818697712
0.0018150000,0.0000000000,0.0000000000,1.0819057178
0.0018160000,0.0000000000,0.0000000000,1.0819416664
0.0018170000,0.0000000000,0.0000000000,1.0819776170
0.0018180000,0.0000000000,0.0000000000,1.0820135696
0.0018190000,0.0000000000,0.0000000000,1.0820495242
0.0018200000,0.0000000000,0.0000000000,1.0820854808
0.0018210000,0.0000000000,0.0000000000,1.0821214395
0.0018220000,0.0000000000,0.0000000000,1.0821574001
0.0018230000,0.0000000000,0.0000000000,1.0821933628
0.0018240000,0.0000000000,0.0000000000,1.0822293274
0.0018250000,0.0000000000,0.0000000000,1.0822652941
0.0018260000,0.0000000000,0.0000000000,1.0823012627
0.0018270000,0.0000000000,0.0000000000,1.0823372334
0.0018280000,0.0000000000,0.0000000000,1.0823732061
0.0018290000,0.0000000000,0.0000000000,1.0824091808
0.0018300000,0.0000000000,0.0000000000,1.0824451574
0.0018310000,0.0000000000,0.0000000000,1.0824811361
0.0018320000,0.0000000000,0.0000000000,1.0825171169
0.0018330000,0.0000000000,0.0000000000,1.0825530996
0.0018340000,0.0000000000,0.0000000000,1.0825890843
0.0018350000,0.0000000000,0.0000000000,1.0826250710
0.0018360000,0.0000000000,0.0000000000,1.0826610598
0.0018370000,0.0000000000,0.0000000000,1.0826970505
0.0018380000,0.0000000000,0.0000000000,1.0827330433
0.0018390000,0.0000000000,0.0000000000,1.0827690380
0.0018400000,0.0000000000,0.0000000000,1.0828050348
0.0018410000,0.0000000000,0.0000000000,1.0828410336
0.0018420000,0.0000000000,0.0000000000,1.0828770344
0.0018430000,0.0000000000,0.0000000000,1.0829130372
0.0018440000,0.0000000000,0.0000000000,1.0829490420
0.0018450000,0.0000000000,0.0000000000,1.0829850488
0.0018460000,0.0000000000,0.0000000000,1.0830210577
0.0018470000,0.0000000000,0.0000000000,1.0830570685
0.0018480000,0.0000000000,0.0000000000,1.0830930814
0.0018490000,0.0000000000,0.0000000000,1.0831290962
0.0018500000,0.0000000000,0.0000000000,1.0831651131
0.0018510000,0.0000000000,0.0000000000,1.0832011320
0.0018520000,0.0000000000,0.0000000000,1.0832371529
0.0018530000,0.0000000000,0.0000000000,1.0832731758
0.0018540000,0.0000000000,0.0000000000,1.0833092007
0.0018550000,0.0000000000,0.0000000000,1.0833452276
0.0018560000,0.0000000000,0.0000000000,1.0833812566
0.0018570000,0.0000000000,0.0000000000,1.0834172875
0.0018580000,0.0000000000,0.0000000000,1.0834533205
0.0018590000,0.0000000000,0.0000000000,1.0834893555
0.0018600000,0.0000000000,0.0000000000,1.0835253925
0.0018610000,0.0000000000,0.0000000000,1.0835614315
0.0018620000,0.0000000000,0.0000000000,1.0835974725
0.0018630000,0.0000000000,0.0000000000,1.0836335155
0.0018640000,0.0000000000,0.0000000000,1.0836695605
0.0018650000,0.0000000000,0.0000000000,1.0837056076
0.0018660000,0.0000000000,0.0000000000,1.0837416566
0.0018670000,0.0000000000,0.0000000000,1.0837777077
0.0018680000,0.0000000000,0.0000000000,1.0838137608
0.0018690000,0.0000000000,0.0000000000,1.0838498159
0.0018700000,0.0000000000,0.0000000000,1.0838858730
0.0018710000,0.0000000000,0.0000000000,1.0839219321
0.0018720000,0.0000000000,0.0000000000,1.0839579933
0.0018730000,0.0000000000,0.0000000000,1.0839940564
0.0018740000,0.0000000000,0.0000000000,1.0840301216
0.0018750000,0.0000000000,0.0000000000,1.0840661888
0.0018760000,0.0000000000,0.0000000000,1.0841022579
0.0018770000,0.0000000000,0.0000000000,1.0841383292
0.0018780000,0.0000000000,0.0000000000,1.0841744024
0.0018790000,0.0000000000,0.0000000000,1.0842104776
0.0018800000,0.0000000000,0.0000000000,1.0842465549
0.0018810000,0.0000000000,0.0000000000,1.0842826341
0.0018820000,0.0000000000,0.0000000000,1.0843187154
0.0018830000,0.0000000000,0.0000000000,1.0843547987
0.0018840000,0.0000000000,0.0000000000,1.0843908840
0.0018850000,0.0000000000,0.0000000000,1.0844269713
0.0018860000,0.0000000000,0.0000000000,1.0844630607
0.0018870000,0.0000000000,0.0000000000,1.0844991520
0.0018880000,0.0000000000,0.0000000000,1.0845352454
0.0018890000,0.0000000000,0.0000000000,1.0845713408
0.0018900000,0.0000000000,0.0000000000,1.0846074382
0.0018910000,0.0000000000,0.0000000000,1.0846435376
0.0018920000,0.0000000000,0.0000000000,1.0846796390
0.0018930000,0.0000000000,0.0000000000,1.0847157425
0.0018940000,0.0000000000,0.0000000000,1.0847518479
0.0018950000,0.0000000000,0.0000000000,1.0847879554
0.0018960000,0.0000000000,-0.0000000000,1.0848240649
0.0018970000,0.0000000000,-0.0000000000,1.0848601764
0.0018980000,0.0000000000,-0.0000000000,1.0848962900
0.0018990000,0.0000000000,-0.0000000000,1.0849324055
0.0019000000,0.0000000000,-0.0000000000,1.0849685231
0.0019010000,0.0000000000,-0.0000000000,1.0850046427
0.0019020000,0.0000000000,-0.0000000000,1.0850407643
0.0019030000,0.0000000000,-0.0000000000,1.0850768879
0.0019040000,0.0000000000,-0.0000000000,1.0851130135
0.0019050000,0.0000000000,-0.0000000000,1.0851491412
0.0019060000,0.0000000000,-0.0000000000,1.0851852709
0.0019070000,0.0000000000,-0.0000000000,1.0852214025
0.0019080000,0.0000000000,-0.0000000000,1.0852575363
0.0019090000,0.0000000000,-0.0000000000,1.0852936720
0.0019100000,0.0000000000,-0.0000000000,1.0853298097
0.0019110000,0.0000000000,-0.0000000000,1.0853659495
0.0019120000,0.0000000000,-0.0000000000,1.0854020913
0.0019130000,0.0000000000,-0.0000000000,1.0854382351
0.0019140000,0.0000000000,-0.0000000000,1.0854743809
0.0019150000,0.0000000000,-0.0000000000,1.0855105287
0.0019160000,0.0000000000,-0.0000000000,1.0855466786
0.0019170000,0.0000000000,-0.0000000000,1.0855828305
0.0019180000,0.0000000000,-0.0000000000,1.0856189844
0.0019190000,0.0000000000,-0.0000000000,1.0856551403
0.0019200000,0.0000000000,-0.0000000000,1.0856912982
0.0019210000,0.0000000000,-0.0000000000,1.0857274582
0.0019220000,0.0000000000,-0.0000000000,1.0857636202
0.0019230000,0.0000000000,-0.0000000000,1.0857997842
0.0019240000,0.0000000000,-0.0000000000,1.0858359502
0.0019250000,0.0000000000,-0.0000000000,1.0858721182
0.0019260000,0.0000000000,-0.0000000000,1.0859082883
0.0019270000,0.0000000000,-0.0000000000,1.0859444604
0.0019280000,0.0000000000,-0.0000000000,1.0859806345
0.0019290000,0.0000000000,-0.0000000000,1.0860168106
0.0019300000,0.0000000000,-0.0000000000,1.0860529887
0.0019310000,0.0000000000,-0.0000000000,1.0860891689
0.0019320000,0.0000000000,-0.0000000000,1.0861253511
0.0019330000,0.0000000000,-0.0000000000,1.0861615353
0.0019340000,0.0000000000,-0.0000000000,1.0861977215
0.0019350000,0.0000000000,-0.0000000000,1.0862339098
0.0019360000,0.0000000000,-0.0000000000,1.0862701001
0.0019370000,0.0000000000,-0.0000000000,1.0863062924
0.0019380000,0.0000000000,-0.0000000000,1.0863424867
0.0019390000,0.0000000000,-0.0000000000,1.0863786830
0.0019400000,0.0000000000,-0.0000000000,1.0864148814
0.0019410000,0.0000000000,-0.0000000000,1.0864510818
0.0019420000,0.0000000000,-0.0000000000,1.0864872842
0.0019430000,0.0000000000,-0.0000000000,1.0865234886
0.0019440000,0.0000000000,-0.0000000000,1.0865596951
0.0019450000,0.0000000000,-0.0000000000,1.0865959036
0.0019460000,0.0000000000,-0.0000000000,1.0866321141
0.0019470000,0.0000000000,-0.0000000000,1.0866683266
0.0019480000,0.0000000000,-0.0000000000,1.0867045411
0.0019490000,0.0000000000,-0.0000000000,1.0867407577
0.0019500000,0.0000000000,-0.0000000000,1.0867769763
0.0019510000,0.0000000000,-0.0000000000,1.0868131969
0.0019520000,0.0000000000,-0.0000000000,1.0868494196
0.0019530000,0.0000000000,-0.0000000000,1.0868856443
0.0019540000,0.0000000000,-0.0000000000,1.0869218710
0.0019550000,0.0000000000,-0.0000000000,1.0869580997
0.0019560000,0.0000000000,-0.0000000000,1.0869943304
0.0019570000,0.0000000000,-0.0000000000,1.0870305632
0.0019580000,0.0000000000,-0.0000000000,1.0870667980
0.0019590000,0.0000000000,-0.0000000000,1.0871030348
0.0019600000,0.0000000000,-0.0000000000,1.0871392737
0.0019610000,0.0000000000,-0.0000000000,1.0871755145
0.0019620000,0.0000000000,-0.0000000000,1.0872117574
0.0019630000,0.0000000000,-0.0000000000,1.0872480023
0.0019640000,0.0000000000,-0.0000000000,1.0872842493
0.0019650000,0.0000000000,-0.0000000000,1.0873204983
0.0019660000,0.0000000000,-0.0000000000,1.0873567493
0.0019670000,0.0000000000,-0.0000000000,1.0873930023
0.0019680000,0.0000000000,-0.0000000000,1.0874292574
